(phone,memory,color,state,daytime,price)
('iPhone XR',256,'Azul','Muy bueno','2020/12/09 19:53:35',549),
('iPhone XR',256,'Azul','Impecable','2020/12/09 19:53:35',574),
('iPhone XR',256,'Amarillo','Stallone','2020/12/09 19:53:47',480),
('iPhone XR',256,'Amarillo','Correcto','2020/12/09 19:53:47',499),
('iPhone XR',256,'Amarillo','Buen estado','2020/12/09 19:53:47',490),
('iPhone XR',256,'Amarillo','Muy bueno','2020/12/09 19:53:47',569),
('iPhone XR',256,'Amarillo','Impecable','2020/12/09 19:53:47',NULL),
('iPhone XR',256,'Blanco','Stallone','2020/12/09 19:53:58',NULL),
('iPhone XR',256,'Blanco','Correcto','2020/12/09 19:53:58',490),
('iPhone XR',256,'Blanco','Buen estado','2020/12/09 19:53:58',569),
('iPhone XR',256,'Blanco','Muy bueno','2020/12/09 19:53:58',569),
('iPhone XR',256,'Blanco','Impecable','2020/12/09 19:53:58',NULL),
('iPhone XS',64,'Gris','Stallone','2020/12/09 19:54:09',495),
('iPhone XS',64,'Gris','Correcto','2020/12/09 19:54:09',447),
('iPhone XS',64,'Gris','Buen estado','2020/12/09 19:54:09',480),
('iPhone XS',64,'Gris','Muy bueno','2020/12/09 19:54:09',518),
('iPhone XS',64,'Gris','Impecable','2020/12/09 19:54:09',551),
('iPhone XS',64,'Oro','Stallone','2020/12/09 19:54:19',498),
('iPhone XS',64,'Oro','Correcto','2020/12/09 19:54:19',459),
('iPhone XS',64,'Oro','Buen estado','2020/12/09 19:54:19',510),
('iPhone XS',64,'Oro','Muy bueno','2020/12/09 19:54:19',499),
('iPhone XS',64,'Oro','Impecable','2020/12/09 19:54:19',500),
('iPhone XS',64,'Plata','Stallone','2020/12/09 19:54:30',512),
('iPhone XS',64,'Plata','Correcto','2020/12/09 19:54:30',497),
('iPhone XS',64,'Plata','Buen estado','2020/12/09 19:54:30',498),
('iPhone XS',64,'Plata','Muy bueno','2020/12/09 19:54:30',524),
('iPhone XS',64,'Plata','Impecable','2020/12/09 19:54:30',615),
('iPhone XS',256,'Gris','Stallone','2020/12/09 19:54:41',530),
('iPhone XS',256,'Gris','Correcto','2020/12/09 19:54:41',519),
('iPhone XS',256,'Gris','Buen estado','2020/12/09 19:54:41',531),
('iPhone XS',256,'Gris','Muy bueno','2020/12/09 19:54:41',598),
('iPhone XS',256,'Gris','Impecable','2020/12/09 19:54:41',615),
('iPhone XS',256,'Oro','Stallone','2020/12/09 19:54:52',528),
('iPhone XS',256,'Oro','Correcto','2020/12/09 19:54:52',553),
('iPhone XS',256,'Oro','Buen estado','2020/12/09 19:54:52',581),
('iPhone XS',256,'Oro','Muy bueno','2020/12/09 19:54:52',595),
('iPhone XS',256,'Oro','Impecable','2020/12/09 19:54:52',599),
('iPhone XS',256,'Plata','Stallone','2020/12/09 19:55:03',540),
('iPhone XS',256,'Plata','Correcto','2020/12/09 19:55:03',543),
('iPhone XS',256,'Plata','Buen estado','2020/12/09 19:55:03',561),
('iPhone XS',256,'Plata','Muy bueno','2020/12/09 19:55:03',598),
('iPhone XS',256,'Plata','Impecable','2020/12/09 19:55:03',620),
('iPhone 11',64,'Negro','Stallone','2020/12/09 19:55:15',629),
('iPhone 11',64,'Negro','Correcto','2020/12/09 19:55:15',640),
('iPhone 11',64,'Negro','Buen estado','2020/12/09 19:55:15',636),
('iPhone 11',64,'Negro','Muy bueno','2020/12/09 19:55:15',665),
('iPhone 11',64,'Negro','Impecable','2020/12/09 19:55:15',687),
('iPhone 11',64,'(Product)Red','Stallone','2020/12/09 19:55:27',580),
('iPhone 11',64,'(Product)Red','Correcto','2020/12/09 19:55:27',609),
('iPhone 11',64,'(Product)Red','Buen estado','2020/12/09 19:55:27',579),
('iPhone 11',64,'(Product)Red','Muy bueno','2020/12/09 19:55:27',654),
('iPhone 11',64,'(Product)Red','Impecable','2020/12/09 19:55:27',655),
('iPhone 11',64,'Amarillo','Stallone','2020/12/09 19:55:38',594),
('iPhone 11',64,'Amarillo','Correcto','2020/12/09 19:55:38',599),
('iPhone 11',64,'Amarillo','Buen estado','2020/12/09 19:55:38',579),
('iPhone 11',64,'Amarillo','Muy bueno','2020/12/09 19:55:38',654),
('iPhone 11',64,'Amarillo','Impecable','2020/12/09 19:55:38',659),
('iPhone 11',64,'Verde','Stallone','2020/12/09 19:55:48',689),
('iPhone 11',64,'Verde','Correcto','2020/12/09 19:55:48',634),
('iPhone 11',64,'Verde','Buen estado','2020/12/09 19:55:48',579),
('iPhone 11',64,'Verde','Muy bueno','2020/12/09 19:55:48',629),
('iPhone 11',64,'Verde','Impecable','2020/12/09 19:55:48',689),
('iPhone 11',64,'Violeta','Stallone','2020/12/09 19:56:00',639),
('iPhone 11',64,'Violeta','Correcto','2020/12/09 19:56:00',650),
('iPhone 11',64,'Violeta','Buen estado','2020/12/09 19:56:00',645),
('iPhone 11',64,'Violeta','Muy bueno','2020/12/09 19:56:00',689),
('iPhone 11',64,'Violeta','Impecable','2020/12/09 19:56:00',659),
('iPhone 11',64,'Blanco','Stallone','2020/12/09 19:56:11',590),
('iPhone 11',64,'Blanco','Correcto','2020/12/09 19:56:11',599),
('iPhone 11',64,'Blanco','Buen estado','2020/12/09 19:56:11',638),
('iPhone 11',64,'Blanco','Muy bueno','2020/12/09 19:56:11',679),
('iPhone 11',64,'Blanco','Impecable','2020/12/09 19:56:11',657),
('iPhone 11',128,'Negro','Stallone','2020/12/09 19:56:23',609),
('iPhone 11',128,'Negro','Correcto','2020/12/09 19:56:23',611),
('iPhone 11',128,'Negro','Buen estado','2020/12/09 19:56:23',668),
('iPhone 11',128,'Negro','Muy bueno','2020/12/09 19:56:23',739),
('iPhone 11',128,'Negro','Impecable','2020/12/09 19:56:23',731),
('iPhone 11',128,'(Product)Red','Stallone','2020/12/09 19:56:35',710),
('iPhone 11',128,'(Product)Red','Correcto','2020/12/09 19:56:35',702),
('iPhone 11',128,'(Product)Red','Buen estado','2020/12/09 19:56:35',659),
('iPhone 11',128,'(Product)Red','Muy bueno','2020/12/09 19:56:35',NULL),
('iPhone 11',128,'(Product)Red','Impecable','2020/12/09 19:56:35',729),
('iPhone 11',128,'Amarillo','Stallone','2020/12/09 19:56:46',690),
('iPhone 11',128,'Amarillo','Correcto','2020/12/09 19:56:46',649),
('iPhone 11',128,'Amarillo','Buen estado','2020/12/09 19:56:46',679),
('iPhone 11',128,'Amarillo','Muy bueno','2020/12/09 19:56:46',739),
('iPhone 11',128,'Amarillo','Impecable','2020/12/09 19:56:46',NULL),
('iPhone 11',128,'Verde','Stallone','2020/12/09 19:56:57',NULL),
('iPhone 11',128,'Verde','Correcto','2020/12/09 19:56:57',708),
('iPhone 11',128,'Verde','Buen estado','2020/12/09 19:56:57',664),
('iPhone 11',128,'Verde','Muy bueno','2020/12/09 19:56:57',NULL),
('iPhone 11',128,'Verde','Impecable','2020/12/09 19:56:57',739),
('iPhone 11',64,'Violeta','Stallone','2020/12/09 19:57:08',639),
('iPhone 11',64,'Violeta','Correcto','2020/12/09 19:57:08',650),
('iPhone 11',64,'Violeta','Buen estado','2020/12/09 19:57:08',645),
('iPhone 11',64,'Violeta','Muy bueno','2020/12/09 19:57:08',689),
('iPhone 11',64,'Violeta','Impecable','2020/12/09 19:57:08',659),
('iPhone 11',64,'Blanco','Stallone','2020/12/09 19:57:19',590),
('iPhone 11',64,'Blanco','Correcto','2020/12/09 19:57:19',599),
('iPhone 11',64,'Blanco','Buen estado','2020/12/09 19:57:19',638),
('iPhone 11',64,'Blanco','Muy bueno','2020/12/09 19:57:19',679),
('iPhone 11',64,'Blanco','Impecable','2020/12/09 19:57:19',657),
('iPhone XR',64,'Negro','Stallone','2020/12/09 20:50:38',436),
('iPhone XR',64,'Negro','Correcto','2020/12/09 20:50:38',422),
('iPhone XR',64,'Negro','Buen estado','2020/12/09 20:50:38',453),
('iPhone XR',64,'Negro','Muy bueno','2020/12/09 20:50:38',463),
('iPhone XR',64,'Negro','Impecable','2020/12/09 20:50:38',484),
('iPhone XR',64,'(Product)Red','Stallone','2020/12/09 20:50:51',429),
('iPhone XR',64,'(Product)Red','Correcto','2020/12/09 20:50:51',435),
('iPhone XR',64,'(Product)Red','Buen estado','2020/12/09 20:50:51',422),
('iPhone XR',64,'(Product)Red','Muy bueno','2020/12/09 20:50:51',459),
('iPhone XR',64,'(Product)Red','Impecable','2020/12/09 20:50:51',496),
('iPhone XR',64,'Coral','Stallone','2020/12/09 20:51:02',419),
('iPhone XR',64,'Coral','Correcto','2020/12/09 20:51:02',435),
('iPhone XR',64,'Coral','Buen estado','2020/12/09 20:51:02',481),
('iPhone XR',64,'Coral','Muy bueno','2020/12/09 20:51:02',459),
('iPhone XR',64,'Coral','Impecable','2020/12/09 20:51:02',481),
('iPhone XR',64,'Azul','Stallone','2020/12/09 20:51:14',428),
('iPhone XR',64,'Azul','Correcto','2020/12/09 20:51:14',435),
('iPhone XR',64,'Azul','Buen estado','2020/12/09 20:51:14',449),
('iPhone XR',64,'Azul','Muy bueno','2020/12/09 20:51:14',449),
('iPhone XR',64,'Azul','Impecable','2020/12/09 20:51:14',488),
('iPhone XR',64,'Amarillo','Stallone','2020/12/09 20:51:25',429),
('iPhone XR',64,'Amarillo','Correcto','2020/12/09 20:51:25',436),
('iPhone XR',64,'Amarillo','Buen estado','2020/12/09 20:51:25',452),
('iPhone XR',64,'Amarillo','Muy bueno','2020/12/09 20:51:25',469),
('iPhone XR',64,'Amarillo','Impecable','2020/12/09 20:51:25',499),
('iPhone XR',64,'Blanco','Stallone','2020/12/09 20:51:36',414),
('iPhone XR',64,'Blanco','Correcto','2020/12/09 20:51:36',459),
('iPhone XR',64,'Blanco','Buen estado','2020/12/09 20:51:36',464),
('iPhone XR',64,'Blanco','Muy bueno','2020/12/09 20:51:36',513),
('iPhone XR',64,'Blanco','Impecable','2020/12/09 20:51:36',540),
('iPhone XR',128,'Negro','Stallone','2020/12/09 20:51:47',475),
('iPhone XR',128,'Negro','Correcto','2020/12/09 20:51:47',480),
('iPhone XR',128,'Negro','Buen estado','2020/12/09 20:51:47',519),
('iPhone XR',128,'Negro','Muy bueno','2020/12/09 20:51:47',579),
('iPhone XR',128,'Negro','Impecable','2020/12/09 20:51:47',549),
('iPhone XR',128,'(Product)Red','Stallone','2020/12/09 20:51:59',514),
('iPhone XR',128,'(Product)Red','Correcto','2020/12/09 20:51:59',486),
('iPhone XR',128,'(Product)Red','Buen estado','2020/12/09 20:51:59',505),
('iPhone XR',128,'(Product)Red','Muy bueno','2020/12/09 20:51:59',520),
('iPhone XR',128,'(Product)Red','Impecable','2020/12/09 20:51:59',544),
('iPhone XR',128,'Coral','Stallone','2020/12/09 20:52:10',462),
('iPhone XR',128,'Coral','Correcto','2020/12/09 20:52:10',460),
('iPhone XR',128,'Coral','Buen estado','2020/12/09 20:52:10',558),
('iPhone XR',128,'Coral','Muy bueno','2020/12/09 20:52:10',563),
('iPhone XR',128,'Coral','Impecable','2020/12/09 20:52:10',522),
('iPhone XR',128,'Azul','Stallone','2020/12/09 20:52:22',480),
('iPhone XR',128,'Azul','Correcto','2020/12/09 20:52:22',499),
('iPhone XR',128,'Azul','Buen estado','2020/12/09 20:52:22',473),
('iPhone XR',128,'Azul','Muy bueno','2020/12/09 20:52:22',620),
('iPhone XR',128,'Azul','Impecable','2020/12/09 20:52:22',546),
('iPhone XR',128,'Amarillo','Stallone','2020/12/09 20:52:33',544),
('iPhone XR',128,'Amarillo','Correcto','2020/12/09 20:52:33',482),
('iPhone XR',128,'Amarillo','Buen estado','2020/12/09 20:52:33',502),
('iPhone XR',128,'Amarillo','Muy bueno','2020/12/09 20:52:33',NULL),
('iPhone XR',128,'Amarillo','Impecable','2020/12/09 20:52:33',565),
('iPhone XR',128,'Blanco','Stallone','2020/12/09 20:52:45',475),
('iPhone XR',128,'Blanco','Correcto','2020/12/09 20:52:45',480),
('iPhone XR',128,'Blanco','Buen estado','2020/12/09 20:52:45',509),
('iPhone XR',128,'Blanco','Muy bueno','2020/12/09 20:52:45',556),
('iPhone XR',128,'Blanco','Impecable','2020/12/09 20:52:45',559),
('iPhone XR',256,'Negro','Stallone','2020/12/09 20:52:56',470),
('iPhone XR',256,'Negro','Correcto','2020/12/09 20:52:56',681),
('iPhone XR',256,'Negro','Buen estado','2020/12/09 20:52:56',632),
('iPhone XR',256,'Negro','Muy bueno','2020/12/09 20:52:56',587),
('iPhone XR',256,'Negro','Impecable','2020/12/09 20:52:56',649),
('iPhone XR',256,'(Product)Red','Stallone','2020/12/09 20:53:09',530),
('iPhone XR',256,'(Product)Red','Correcto','2020/12/09 20:53:09',499),
('iPhone XR',256,'(Product)Red','Buen estado','2020/12/09 20:53:09',504),
('iPhone XR',256,'(Product)Red','Muy bueno','2020/12/09 20:53:09',529),
('iPhone XR',256,'(Product)Red','Impecable','2020/12/09 20:53:09',NULL),
('iPhone XR',256,'Coral','Stallone','2020/12/09 20:53:20',480),
('iPhone XR',256,'Coral','Correcto','2020/12/09 20:53:20',499),
('iPhone XR',256,'Coral','Buen estado','2020/12/09 20:53:20',490),
('iPhone XR',256,'Coral','Muy bueno','2020/12/09 20:53:20',569),
('iPhone XR',256,'Coral','Impecable','2020/12/09 20:53:20',580),
('iPhone XR',256,'Azul','Stallone','2020/12/09 20:53:31',NULL),
('iPhone XR',256,'Azul','Correcto','2020/12/09 20:53:31',470),
('iPhone XR',256,'Azul','Buen estado','2020/12/09 20:53:31',569),
('iPhone XR',256,'Azul','Muy bueno','2020/12/09 20:53:31',569),
('iPhone XR',256,'Azul','Impecable','2020/12/09 20:53:31',574),
('iPhone XR',256,'Amarillo','Stallone','2020/12/09 20:53:42',480),
('iPhone XR',256,'Amarillo','Correcto','2020/12/09 20:53:42',499),
('iPhone XR',256,'Amarillo','Buen estado','2020/12/09 20:53:42',490),
('iPhone XR',256,'Amarillo','Muy bueno','2020/12/09 20:53:42',569),
('iPhone XR',256,'Amarillo','Impecable','2020/12/09 20:53:42',NULL),
('iPhone XR',256,'Blanco','Stallone','2020/12/09 20:53:53',NULL),
('iPhone XR',256,'Blanco','Correcto','2020/12/09 20:53:53',490),
('iPhone XR',256,'Blanco','Buen estado','2020/12/09 20:53:53',569),
('iPhone XR',256,'Blanco','Muy bueno','2020/12/09 20:53:53',569),
('iPhone XR',256,'Blanco','Impecable','2020/12/09 20:53:53',NULL),
('iPhone XS',64,'Gris','Stallone','2020/12/09 20:54:04',495),
('iPhone XS',64,'Gris','Correcto','2020/12/09 20:54:04',447),
('iPhone XS',64,'Gris','Buen estado','2020/12/09 20:54:04',480),
('iPhone XS',64,'Gris','Muy bueno','2020/12/09 20:54:04',520),
('iPhone XS',64,'Gris','Impecable','2020/12/09 20:54:04',551),
('iPhone XS',64,'Oro','Stallone','2020/12/09 20:54:16',476),
('iPhone XS',64,'Oro','Correcto','2020/12/09 20:54:16',459),
('iPhone XS',64,'Oro','Buen estado','2020/12/09 20:54:16',510),
('iPhone XS',64,'Oro','Muy bueno','2020/12/09 20:54:16',499),
('iPhone XS',64,'Oro','Impecable','2020/12/09 20:54:16',500),
('iPhone XS',64,'Plata','Stallone','2020/12/09 20:54:27',511),
('iPhone XS',64,'Plata','Correcto','2020/12/09 20:54:27',497),
('iPhone XS',64,'Plata','Buen estado','2020/12/09 20:54:27',498),
('iPhone XS',64,'Plata','Muy bueno','2020/12/09 20:54:27',516),
('iPhone XS',64,'Plata','Impecable','2020/12/09 20:54:27',615),
('iPhone XS',256,'Gris','Stallone','2020/12/09 20:54:37',530),
('iPhone XS',256,'Gris','Correcto','2020/12/09 20:54:37',519),
('iPhone XS',256,'Gris','Buen estado','2020/12/09 20:54:37',531),
('iPhone XS',256,'Gris','Muy bueno','2020/12/09 20:54:37',598),
('iPhone XS',256,'Gris','Impecable','2020/12/09 20:54:37',615),
('iPhone XS',256,'Oro','Stallone','2020/12/09 20:54:48',528),
('iPhone XS',256,'Oro','Correcto','2020/12/09 20:54:48',553),
('iPhone XS',256,'Oro','Buen estado','2020/12/09 20:54:48',561),
('iPhone XS',256,'Oro','Muy bueno','2020/12/09 20:54:48',595),
('iPhone XS',256,'Oro','Impecable','2020/12/09 20:54:48',599),
('iPhone XS',256,'Plata','Stallone','2020/12/09 20:54:59',540),
('iPhone XS',256,'Plata','Correcto','2020/12/09 20:54:59',543),
('iPhone XS',256,'Plata','Buen estado','2020/12/09 20:54:59',517),
('iPhone XS',256,'Plata','Muy bueno','2020/12/09 20:54:59',598),
('iPhone XS',256,'Plata','Impecable','2020/12/09 20:54:59',620),
('iPhone 11',64,'Negro','Stallone','2020/12/09 20:55:11',629),
('iPhone 11',64,'Negro','Correcto','2020/12/09 20:55:11',612),
('iPhone 11',64,'Negro','Buen estado','2020/12/09 20:55:11',636),
('iPhone 11',64,'Negro','Muy bueno','2020/12/09 20:55:11',665),
('iPhone 11',64,'Negro','Impecable','2020/12/09 20:55:11',653),
('iPhone 11',64,'(Product)Red','Stallone','2020/12/09 20:55:23',580),
('iPhone 11',64,'(Product)Red','Correcto','2020/12/09 20:55:23',609),
('iPhone 11',64,'(Product)Red','Buen estado','2020/12/09 20:55:23',650),
('iPhone 11',64,'(Product)Red','Muy bueno','2020/12/09 20:55:23',654),
('iPhone 11',64,'(Product)Red','Impecable','2020/12/09 20:55:23',655),
('iPhone 11',64,'Amarillo','Stallone','2020/12/09 20:55:34',594),
('iPhone 11',64,'Amarillo','Correcto','2020/12/09 20:55:34',599),
('iPhone 11',64,'Amarillo','Buen estado','2020/12/09 20:55:34',579),
('iPhone 11',64,'Amarillo','Muy bueno','2020/12/09 20:55:34',654),
('iPhone 11',64,'Amarillo','Impecable','2020/12/09 20:55:34',659),
('iPhone 11',64,'Verde','Stallone','2020/12/09 20:55:45',689),
('iPhone 11',64,'Verde','Correcto','2020/12/09 20:55:45',634),
('iPhone 11',64,'Verde','Buen estado','2020/12/09 20:55:45',579),
('iPhone 11',64,'Verde','Muy bueno','2020/12/09 20:55:45',629),
('iPhone 11',64,'Verde','Impecable','2020/12/09 20:55:45',689),
('iPhone 11',64,'Violeta','Stallone','2020/12/09 20:55:56',638),
('iPhone 11',64,'Violeta','Correcto','2020/12/09 20:55:56',649),
('iPhone 11',64,'Violeta','Buen estado','2020/12/09 20:55:56',645),
('iPhone 11',64,'Violeta','Muy bueno','2020/12/09 20:55:56',629),
('iPhone 11',64,'Violeta','Impecable','2020/12/09 20:55:56',659),
('iPhone 11',64,'Blanco','Stallone','2020/12/09 20:56:07',590),
('iPhone 11',64,'Blanco','Correcto','2020/12/09 20:56:07',599),
('iPhone 11',64,'Blanco','Buen estado','2020/12/09 20:56:07',634),
('iPhone 11',64,'Blanco','Muy bueno','2020/12/09 20:56:07',655),
('iPhone 11',64,'Blanco','Impecable','2020/12/09 20:56:07',657),
('iPhone 11',128,'Negro','Stallone','2020/12/09 20:56:19',609),
('iPhone 11',128,'Negro','Correcto','2020/12/09 20:56:19',679),
('iPhone 11',128,'Negro','Buen estado','2020/12/09 20:56:19',668),
('iPhone 11',128,'Negro','Muy bueno','2020/12/09 20:56:19',739),
('iPhone 11',128,'Negro','Impecable','2020/12/09 20:56:19',NULL),
('iPhone 11',128,'(Product)Red','Stallone','2020/12/09 20:56:31',710),
('iPhone 11',128,'(Product)Red','Correcto','2020/12/09 20:56:31',702),
('iPhone 11',128,'(Product)Red','Buen estado','2020/12/09 20:56:31',659),
('iPhone 11',128,'(Product)Red','Muy bueno','2020/12/09 20:56:31',NULL),
('iPhone 11',128,'(Product)Red','Impecable','2020/12/09 20:56:31',729),
('iPhone 11',128,'Amarillo','Stallone','2020/12/09 20:56:43',690),
('iPhone 11',128,'Amarillo','Correcto','2020/12/09 20:56:43',649),
('iPhone 11',128,'Amarillo','Buen estado','2020/12/09 20:56:43',679),
('iPhone 11',128,'Amarillo','Muy bueno','2020/12/09 20:56:43',699),
('iPhone 11',128,'Amarillo','Impecable','2020/12/09 20:56:43',NULL),
('iPhone 11',128,'Verde','Stallone','2020/12/09 20:56:54',NULL),
('iPhone 11',128,'Verde','Correcto','2020/12/09 20:56:54',708),
('iPhone 11',128,'Verde','Buen estado','2020/12/09 20:56:54',664),
('iPhone 11',128,'Verde','Muy bueno','2020/12/09 20:56:54',NULL),
('iPhone 11',128,'Verde','Impecable','2020/12/09 20:56:54',739),
('iPhone 11',64,'Violeta','Stallone','2020/12/09 20:57:05',638),
('iPhone 11',64,'Violeta','Correcto','2020/12/09 20:57:05',649),
('iPhone 11',64,'Violeta','Buen estado','2020/12/09 20:57:05',645),
('iPhone 11',64,'Violeta','Muy bueno','2020/12/09 20:57:05',629),
('iPhone 11',64,'Violeta','Impecable','2020/12/09 20:57:05',659),
('iPhone 11',64,'Blanco','Stallone','2020/12/09 20:57:17',590),
('iPhone 11',64,'Blanco','Correcto','2020/12/09 20:57:17',599),
('iPhone 11',64,'Blanco','Buen estado','2020/12/09 20:57:17',634),
('iPhone 11',64,'Blanco','Muy bueno','2020/12/09 20:57:17',655),
('iPhone 11',64,'Blanco','Impecable','2020/12/09 20:57:17',657),
('iPhone XR',64,'Negro','Stallone','2020/12/09 21:50:38',432),
('iPhone XR',64,'Negro','Correcto','2020/12/09 21:50:38',422),
('iPhone XR',64,'Negro','Buen estado','2020/12/09 21:50:38',453),
('iPhone XR',64,'Negro','Muy bueno','2020/12/09 21:50:38',463),
('iPhone XR',64,'Negro','Impecable','2020/12/09 21:50:38',484),
('iPhone XR',64,'(Product)Red','Stallone','2020/12/09 21:50:50',429),
('iPhone XR',64,'(Product)Red','Correcto','2020/12/09 21:50:50',435),
('iPhone XR',64,'(Product)Red','Buen estado','2020/12/09 21:50:50',422),
('iPhone XR',64,'(Product)Red','Muy bueno','2020/12/09 21:50:50',459),
('iPhone XR',64,'(Product)Red','Impecable','2020/12/09 21:50:50',496),
('iPhone XR',64,'Coral','Stallone','2020/12/09 21:51:01',419),
('iPhone XR',64,'Coral','Correcto','2020/12/09 21:51:01',435),
('iPhone XR',64,'Coral','Buen estado','2020/12/09 21:51:01',481),
('iPhone XR',64,'Coral','Muy bueno','2020/12/09 21:51:01',459),
('iPhone XR',64,'Coral','Impecable','2020/12/09 21:51:01',481),
('iPhone XR',64,'Azul','Stallone','2020/12/09 21:51:12',428),
('iPhone XR',64,'Azul','Correcto','2020/12/09 21:51:12',435),
('iPhone XR',64,'Azul','Buen estado','2020/12/09 21:51:12',449),
('iPhone XR',64,'Azul','Muy bueno','2020/12/09 21:51:12',449),
('iPhone XR',64,'Azul','Impecable','2020/12/09 21:51:12',488),
('iPhone XR',64,'Amarillo','Stallone','2020/12/09 21:51:24',429),
('iPhone XR',64,'Amarillo','Correcto','2020/12/09 21:51:24',436),
('iPhone XR',64,'Amarillo','Buen estado','2020/12/09 21:51:24',452),
('iPhone XR',64,'Amarillo','Muy bueno','2020/12/09 21:51:24',469),
('iPhone XR',64,'Amarillo','Impecable','2020/12/09 21:51:24',499),
('iPhone XR',64,'Blanco','Stallone','2020/12/09 21:51:35',495),
('iPhone XR',64,'Blanco','Correcto','2020/12/09 21:51:35',459),
('iPhone XR',64,'Blanco','Buen estado','2020/12/09 21:51:35',459),
('iPhone XR',64,'Blanco','Muy bueno','2020/12/09 21:51:35',513),
('iPhone XR',64,'Blanco','Impecable','2020/12/09 21:51:35',540),
('iPhone XR',128,'Negro','Stallone','2020/12/09 21:51:46',475),
('iPhone XR',128,'Negro','Correcto','2020/12/09 21:51:46',480),
('iPhone XR',128,'Negro','Buen estado','2020/12/09 21:51:46',519),
('iPhone XR',128,'Negro','Muy bueno','2020/12/09 21:51:46',579),
('iPhone XR',128,'Negro','Impecable','2020/12/09 21:51:46',549),
('iPhone XR',128,'(Product)Red','Stallone','2020/12/09 21:51:58',514),
('iPhone XR',128,'(Product)Red','Correcto','2020/12/09 21:51:58',486),
('iPhone XR',128,'(Product)Red','Buen estado','2020/12/09 21:51:58',505),
('iPhone XR',128,'(Product)Red','Muy bueno','2020/12/09 21:51:58',520),
('iPhone XR',128,'(Product)Red','Impecable','2020/12/09 21:51:58',544),
('iPhone XR',128,'Coral','Stallone','2020/12/09 21:52:10',462),
('iPhone XR',128,'Coral','Correcto','2020/12/09 21:52:10',460),
('iPhone XR',128,'Coral','Buen estado','2020/12/09 21:52:10',558),
('iPhone XR',128,'Coral','Muy bueno','2020/12/09 21:52:10',563),
('iPhone XR',128,'Coral','Impecable','2020/12/09 21:52:10',522),
('iPhone XR',128,'Azul','Stallone','2020/12/09 21:52:21',480),
('iPhone XR',128,'Azul','Correcto','2020/12/09 21:52:21',499),
('iPhone XR',128,'Azul','Buen estado','2020/12/09 21:52:21',473),
('iPhone XR',128,'Azul','Muy bueno','2020/12/09 21:52:21',620),
('iPhone XR',128,'Azul','Impecable','2020/12/09 21:52:21',546),
('iPhone XR',128,'Amarillo','Stallone','2020/12/09 21:52:32',544),
('iPhone XR',128,'Amarillo','Correcto','2020/12/09 21:52:32',482),
('iPhone XR',128,'Amarillo','Buen estado','2020/12/09 21:52:32',502),
('iPhone XR',128,'Amarillo','Muy bueno','2020/12/09 21:52:32',NULL),
('iPhone XR',128,'Amarillo','Impecable','2020/12/09 21:52:32',565),
('iPhone XR',128,'Blanco','Stallone','2020/12/09 21:52:44',475),
('iPhone XR',128,'Blanco','Correcto','2020/12/09 21:52:44',480),
('iPhone XR',128,'Blanco','Buen estado','2020/12/09 21:52:44',509),
('iPhone XR',128,'Blanco','Muy bueno','2020/12/09 21:52:44',556),
('iPhone XR',128,'Blanco','Impecable','2020/12/09 21:52:44',559),
('iPhone XR',256,'Negro','Stallone','2020/12/09 21:52:55',530),
('iPhone XR',256,'Negro','Correcto','2020/12/09 21:52:55',681),
('iPhone XR',256,'Negro','Buen estado','2020/12/09 21:52:55',632),
('iPhone XR',256,'Negro','Muy bueno','2020/12/09 21:52:55',587),
('iPhone XR',256,'Negro','Impecable','2020/12/09 21:52:55',649),
('iPhone XR',256,'(Product)Red','Stallone','2020/12/09 21:53:07',530),
('iPhone XR',256,'(Product)Red','Correcto','2020/12/09 21:53:07',499),
('iPhone XR',256,'(Product)Red','Buen estado','2020/12/09 21:53:07',504),
('iPhone XR',256,'(Product)Red','Muy bueno','2020/12/09 21:53:07',529),
('iPhone XR',256,'(Product)Red','Impecable','2020/12/09 21:53:07',NULL),
('iPhone XR',256,'Coral','Stallone','2020/12/09 21:53:18',480),
('iPhone XR',256,'Coral','Correcto','2020/12/09 21:53:18',499),
('iPhone XR',256,'Coral','Buen estado','2020/12/09 21:53:18',490),
('iPhone XR',256,'Coral','Muy bueno','2020/12/09 21:53:18',569),
('iPhone XR',256,'Coral','Impecable','2020/12/09 21:53:18',580),
('iPhone XR',256,'Azul','Stallone','2020/12/09 21:53:29',NULL),
('iPhone XR',256,'Azul','Correcto','2020/12/09 21:53:29',470),
('iPhone XR',256,'Azul','Buen estado','2020/12/09 21:53:29',569),
('iPhone XR',256,'Azul','Muy bueno','2020/12/09 21:53:29',569),
('iPhone XR',256,'Azul','Impecable','2020/12/09 21:53:29',574),
('iPhone XR',256,'Amarillo','Stallone','2020/12/09 21:53:40',480),
('iPhone XR',256,'Amarillo','Correcto','2020/12/09 21:53:40',499),
('iPhone XR',256,'Amarillo','Buen estado','2020/12/09 21:53:40',490),
('iPhone XR',256,'Amarillo','Muy bueno','2020/12/09 21:53:40',569),
('iPhone XR',256,'Amarillo','Impecable','2020/12/09 21:53:40',NULL),
('iPhone XR',256,'Blanco','Stallone','2020/12/09 21:53:51',NULL),
('iPhone XR',256,'Blanco','Correcto','2020/12/09 21:53:51',490),
('iPhone XR',256,'Blanco','Buen estado','2020/12/09 21:53:51',569),
('iPhone XR',256,'Blanco','Muy bueno','2020/12/09 21:53:51',569),
